tx_id,customer_id,home_country,amount,country,ip_country,channel,merchant_category,previous_balance,new_balance,timestamp,is_suspicious,reason,risk_score,timestamp_dt,hour,risk_label
460,1000,BR,1054.27,RU,AR,WEB,CASINO_ONLINE,12519.89,11465.62,2025-12-07 22:45:08,True,País de alto riesgo; IP y tarjeta en países distintos; ,45,2025-12-07 22:45:08,22,MEDIUM
1062,1000,BR,117.8,CN,AR,APP,SUPERMERCADO,16145.25,16027.45,2025-12-08 14:17:08,True,País de alto riesgo; IP y tarjeta en países distintos; ,45,2025-12-08 14:17:08,14,MEDIUM
693,1000,BR,1029.64,CN,BR,WEB,CASINO_ONLINE,6367.13,5337.49,2025-12-08 14:35:08,True,País de alto riesgo; ,25,2025-12-08 14:35:08,14,LOW
1473,1000,BR,6739.44,NG,DE,CAJERO,CRIPTO_EXCHANGE,2911.43,0.0,2025-12-08 16:29:08,True,País de alto riesgo; IP y tarjeta en países distintos; Vaciado de cuenta; ,65,2025-12-08 16:29:08,16,MEDIUM
209,1000,BR,27.73,PY,AR,SUCURSAL,SUSCRIPCION_STREAMING,6241.85,6214.120000000001,2025-12-08 17:04:08,True,IP y tarjeta en países distintos; ,20,2025-12-08 17:04:08,17,LOW
149,1000,BR,5975.84,US,NG,WEB,CRIPTO_EXCHANGE,10554.3,4578.459999999999,2025-12-08 18:34:08,True,IP y tarjeta en países distintos; ,20,2025-12-08 18:34:08,18,LOW
844,1000,BR,23.87,NG,CN,APP,SUPERMERCADO,9495.19,9471.32,2025-12-08 19:05:08,True,País de alto riesgo; IP y tarjeta en países distintos; ,45,2025-12-08 19:05:08,19,MEDIUM
586,1000,BR,68.9,DE,US,WEB,SUPERMERCADO,13050.45,12981.55,2025-12-09 07:50:08,True,IP y tarjeta en países distintos; ,20,2025-12-09 07:50:08,7,LOW
187,1000,BR,26.82,MX,RU,WEB,SUSCRIPCION_STREAMING,7024.62,6997.8,2025-12-09 10:21:08,True,IP y tarjeta en países distintos; ,20,2025-12-09 10:21:08,10,LOW
459,1000,BR,868.44,RU,CN,APP,CASINO_ONLINE,8401.24,7532.799999999999,2025-12-09 12:21:08,True,País de alto riesgo; IP y tarjeta en países distintos; ,45,2025-12-09 12:21:08,12,MEDIUM
1191,1000,BR,2206.8,NG,AR,SUCURSAL,CRIPTO_EXCHANGE,19640.85,17434.05,2025-12-09 14:35:08,True,País de alto riesgo; IP y tarjeta en países distintos; ,45,2025-12-09 14:35:08,14,MEDIUM
904,1000,BR,15.97,AR,AR,POS,SUSCRIPCION_STREAMING,931.28,915.31,2025-12-10 00:17:08,True,IP y tarjeta en países distintos; ,20,2025-12-10 00:17:08,0,LOW
1332,1000,BR,1435.69,NG,PY,CAJERO,ELECTRONICA,18436.51,17000.82,2025-12-10 03:21:08,True,País de alto riesgo; IP y tarjeta en países distintos; Actividad nocturna inusual; ,60,2025-12-10 03:21:08,3,MEDIUM
1036,1000,BR,12412.67,AR,MX,POS,LUJOS,18619.71,6207.039999999999,2025-12-10 10:59:08,True,Monto extremadamente alto; IP y tarjeta en países distintos; ,60,2025-12-10 10:59:08,10,MEDIUM
384,1000,BR,534.9,AR,AR,WEB,TRANSFERENCIA_P2P,19692.26,19157.36,2025-12-10 11:04:08,True,IP y tarjeta en países distintos; ,20,2025-12-10 11:04:08,11,LOW
24,1000,BR,9.58,MX,ES,CAJERO,SUSCRIPCION_STREAMING,1695.91,1686.3300000000002,2025-12-10 14:01:08,True,IP y tarjeta en países distintos; ,20,2025-12-10 14:01:08,14,LOW
1011,1000,BR,481.64,NG,ES,WEB,ELECTRONICA,15666.52,15184.88,2025-12-10 21:11:08,True,País de alto riesgo; IP y tarjeta en países distintos; ,45,2025-12-10 21:11:08,21,MEDIUM
346,1000,BR,3495.81,ES,NG,POS,TRANSFERENCIA_P2P,18700.84,15205.03,2025-12-10 21:18:08,True,IP y tarjeta en países distintos; ,20,2025-12-10 21:18:08,21,LOW
1193,1000,BR,154.26,PY,NG,SUCURSAL,RESTAURANTE,1788.61,1634.35,2025-12-10 21:48:08,True,IP y tarjeta en países distintos; ,20,2025-12-10 21:48:08,21,LOW
901,1000,BR,93.03,AR,AR,POS,SUPERMERCADO,11380.3,11287.27,2025-12-11 01:02:08,True,IP y tarjeta en países distintos; ,20,2025-12-11 01:02:08,1,LOW
247,1000,BR,643.73,ES,CN,WEB,TRANSFERENCIA_P2P,14405.11,13761.38,2025-12-11 05:23:08,True,IP y tarjeta en países distintos; Actividad nocturna inusual; ,35,2025-12-11 05:23:08,5,LOW
184,1001,PY,110.44,BR,RU,SUCURSAL,RESTAURANTE,3150.08,3039.64,2025-12-05 00:39:08,True,IP y tarjeta en países distintos; ,20,2025-12-05 00:39:08,0,LOW
809,1001,PY,104.4,RU,BR,POS,RESTAURANTE,8702.15,8597.75,2025-12-05 10:17:08,True,País de alto riesgo; IP y tarjeta en países distintos; ,45,2025-12-05 10:17:08,10,MEDIUM
1339,1001,PY,3730.07,NG,BR,WEB,TRANSFERENCIA_P2P,13578.23,9848.16,2025-12-06 00:28:08,True,País de alto riesgo; IP y tarjeta en países distintos; Actividad nocturna inusual; ,60,2025-12-06 00:28:08,0,MEDIUM
562,1001,PY,94.46,BR,NG,CAJERO,RESTAURANTE,8230.45,8135.990000000001,2025-12-06 03:35:08,True,IP y tarjeta en países distintos; ,20,2025-12-06 03:35:08,3,LOW
930,1001,PY,87.38,US,RU,POS,RESTAURANTE,19644.17,19556.79,2025-12-06 03:42:08,True,IP y tarjeta en países distintos; ,20,2025-12-06 03:42:08,3,LOW
656,1001,PY,7.2,DE,AR,APP,SUSCRIPCION_STREAMING,2192.3,2185.1000000000004,2025-12-06 06:30:08,True,IP y tarjeta en países distintos; ,20,2025-12-06 06:30:08,6,LOW
1041,1001,PY,11861.38,US,MX,SUCURSAL,LUJOS,16534.03,4672.65,2025-12-06 06:44:08,True,Monto extremadamente alto; IP y tarjeta en países distintos; ,60,2025-12-06 06:44:08,6,MEDIUM
993,1001,PY,15.69,MX,AR,CAJERO,SUSCRIPCION_STREAMING,14559.16,14543.47,2025-12-06 15:33:08,True,IP y tarjeta en países distintos; ,20,2025-12-06 15:33:08,15,LOW
956,1001,PY,3969.24,RU,AR,SUCURSAL,CRIPTO_EXCHANGE,19220.28,15251.04,2025-12-07 08:21:08,True,País de alto riesgo; IP y tarjeta en países distintos; ,45,2025-12-07 08:21:08,8,MEDIUM
1129,1001,PY,74.76,ES,ES,SUCURSAL,RESTAURANTE,15410.74,15335.98,2025-12-07 08:26:08,True,IP y tarjeta en países distintos; ,20,2025-12-07 08:26:08,8,LOW
1479,1001,PY,9.2,NG,DE,SUCURSAL,SUSCRIPCION_STREAMING,19747.78,19738.58,2025-12-08 00:00:08,True,País de alto riesgo; IP y tarjeta en países distintos; ,45,2025-12-08 00:00:08,0,MEDIUM
509,1001,PY,1248.21,NG,AR,APP,CASINO_ONLINE,13989.99,12741.78,2025-12-08 00:22:08,True,País de alto riesgo; IP y tarjeta en países distintos; Actividad nocturna inusual; ,60,2025-12-08 00:22:08,0,MEDIUM
1437,1001,PY,82.69,MX,RU,POS,SUPERMERCADO,19114.42,19031.73,2025-12-08 12:36:08,True,IP y tarjeta en países distintos; ,20,2025-12-08 12:36:08,12,LOW
475,1001,PY,6.74,BR,ES,POS,SUSCRIPCION_STREAMING,7204.74,7198.0,2025-12-08 16:48:08,True,IP y tarjeta en países distintos; ,20,2025-12-08 16:48:08,16,LOW
1330,1001,PY,10623.3,CN,CN,SUCURSAL,LUJOS,1425.85,0.0,2025-12-09 06:09:08,True,Monto extremadamente alto; País de alto riesgo; IP y tarjeta en países distintos; Vaciado de cuenta; ,100,2025-12-09 06:09:08,6,HIGH
308,1001,PY,20.38,BR,RU,POS,SUSCRIPCION_STREAMING,1706.13,1685.75,2025-12-09 11:31:08,True,IP y tarjeta en países distintos; ,20,2025-12-09 11:31:08,11,LOW
1209,1001,PY,5131.88,DE,PY,SUCURSAL,TRANSFERENCIA_P2P,3710.44,0.0,2025-12-09 15:32:08,True,Vaciado de cuenta; ,20,2025-12-09 15:32:08,15,LOW
620,1001,PY,7739.71,ES,RU,POS,LUJOS,12343.17,4603.46,2025-12-09 17:45:08,True,IP y tarjeta en países distintos; ,20,2025-12-09 17:45:08,17,LOW
30,1001,PY,5685.88,RU,BR,CAJERO,LUJOS,17337.03,11651.149999999998,2025-12-09 21:00:08,True,País de alto riesgo; IP y tarjeta en países distintos; ,45,2025-12-09 21:00:08,21,MEDIUM
481,1001,PY,902.63,BR,AR,WEB,ELECTRONICA,7822.11,6919.48,2025-12-09 21:49:08,True,IP y tarjeta en países distintos; ,20,2025-12-09 21:49:08,21,LOW
1217,1001,PY,375.42,BR,AR,CAJERO,CASINO_ONLINE,18443.75,18068.33,2025-12-10 16:33:08,True,IP y tarjeta en países distintos; ,20,2025-12-10 16:33:08,16,LOW
1060,1001,PY,12470.87,PY,ES,APP,LUJOS,10061.97,0.0,2025-12-10 21:16:08,True,Monto extremadamente alto; Vaciado de cuenta; ,60,2025-12-10 21:16:08,21,MEDIUM
394,1001,PY,6563.14,NG,US,POS,LUJOS,19388.56,12825.420000000002,2025-12-11 00:57:08,True,País de alto riesgo; IP y tarjeta en países distintos; Actividad nocturna inusual; ,60,2025-12-11 00:57:08,0,MEDIUM
1006,1001,PY,1099.6,AR,ES,CAJERO,SUPERMERCADO,7222.42,6122.82,2025-12-11 02:15:08,True,IP y tarjeta en países distintos; Actividad nocturna inusual; ,35,2025-12-11 02:15:08,2,LOW
1385,1001,PY,1169.6,NG,CN,APP,ELECTRONICA,12977.12,11807.52,2025-12-11 04:57:08,True,País de alto riesgo; IP y tarjeta en países distintos; Actividad nocturna inusual; ,60,2025-12-11 04:57:08,4,MEDIUM
334,1002,PY,1706.69,DE,AR,POS,CASINO_ONLINE,17798.31,16091.62,2025-12-04 17:32:08,True,IP y tarjeta en países distintos; ,20,2025-12-04 17:32:08,17,LOW
896,1002,PY,59.74,CN,ES,WEB,SUPERMERCADO,1919.55,1859.81,2025-12-04 19:51:08,True,País de alto riesgo; IP y tarjeta en países distintos; ,45,2025-12-04 19:51:08,19,MEDIUM
884,1002,PY,224.32,MX,DE,POS,RESTAURANTE,19161.3,18936.98,2025-12-04 21:45:08,True,IP y tarjeta en países distintos; ,20,2025-12-04 21:45:08,21,LOW
1489,1002,PY,17.8,AR,US,POS,RESTAURANTE,17270.34,17252.54,2025-12-05 10:39:08,True,IP y tarjeta en países distintos; ,20,2025-12-05 10:39:08,10,LOW
89,1002,PY,1832.64,NG,PY,SUCURSAL,CASINO_ONLINE,5868.85,4036.21,2025-12-05 20:49:08,True,País de alto riesgo; ,25,2025-12-05 20:49:08,20,LOW
1400,1002,PY,44.0,BR,NG,WEB,RESTAURANTE,8419.52,8375.52,2025-12-06 07:53:08,True,IP y tarjeta en países distintos; ,20,2025-12-06 07:53:08,7,LOW
660,1002,PY,8403.59,RU,DE,CAJERO,LUJOS,12600.55,4196.959999999999,2025-12-06 09:02:08,True,Monto extremadamente alto; País de alto riesgo; IP y tarjeta en países distintos; ,85,2025-12-06 09:02:08,9,HIGH
170,1002,PY,13.6,ES,RU,POS,SUSCRIPCION_STREAMING,19628.28,19614.68,2025-12-06 09:16:08,True,IP y tarjeta en países distintos; ,20,2025-12-06 09:16:08,9,LOW
90,1002,PY,4944.59,NG,RU,CAJERO,LUJOS,7360.38,2415.79,2025-12-06 14:52:08,True,País de alto riesgo; IP y tarjeta en países distintos; ,45,2025-12-06 14:52:08,14,MEDIUM
1151,1002,PY,2269.21,BR,BR,SUCURSAL,CASINO_ONLINE,5933.18,3663.97,2025-12-06 20:01:08,True,IP y tarjeta en países distintos; ,20,2025-12-06 20:01:08,20,LOW
935,1002,PY,1256.82,RU,ES,APP,ELECTRONICA,11051.0,9794.18,2025-12-06 22:02:08,True,País de alto riesgo; IP y tarjeta en países distintos; ,45,2025-12-06 22:02:08,22,MEDIUM
1253,1002,PY,2169.89,BR,DE,APP,CASINO_ONLINE,17354.72,15184.830000000002,2025-12-06 22:49:08,True,IP y tarjeta en países distintos; ,20,2025-12-06 22:49:08,22,LOW
520,1002,PY,10995.04,AR,MX,WEB,LUJOS,13006.22,2011.1799999999985,2025-12-07 03:18:08,True,Monto extremadamente alto; IP y tarjeta en países distintos; Actividad nocturna inusual; ,75,2025-12-07 03:18:08,3,HIGH
1,1002,PY,4585.38,CN,AR,SUCURSAL,ELECTRONICA,5787.76,1202.38,2025-12-07 08:37:08,True,País de alto riesgo; IP y tarjeta en países distintos; ,45,2025-12-07 08:37:08,8,MEDIUM
740,1002,PY,34.51,BR,BR,WEB,RESTAURANTE,8297.53,8263.02,2025-12-08 00:40:08,True,IP y tarjeta en países distintos; ,20,2025-12-08 00:40:08,0,LOW
933,1002,PY,1703.82,MX,BR,APP,CRIPTO_EXCHANGE,4437.58,2733.76,2025-12-08 05:13:08,True,IP y tarjeta en países distintos; Actividad nocturna inusual; ,35,2025-12-08 05:13:08,5,LOW
245,1002,PY,135.26,US,ES,POS,SUSCRIPCION_STREAMING,6481.42,6346.16,2025-12-08 10:22:08,True,IP y tarjeta en países distintos; ,20,2025-12-08 10:22:08,10,LOW
646,1002,PY,36.61,MX,BR,WEB,SUPERMERCADO,13141.19,13104.58,2025-12-08 12:58:08,True,IP y tarjeta en países distintos; ,20,2025-12-08 12:58:08,12,LOW
57,1002,PY,202.26,DE,CN,CAJERO,RESTAURANTE,5139.4,4937.139999999999,2025-12-09 08:46:08,True,IP y tarjeta en países distintos; ,20,2025-12-09 08:46:08,8,LOW
317,1002,PY,137.23,BR,ES,POS,RESTAURANTE,6310.06,6172.830000000001,2025-12-09 17:58:08,True,IP y tarjeta en países distintos; ,20,2025-12-09 17:58:08,17,LOW
82,1002,PY,54.1,NG,DE,SUCURSAL,RESTAURANTE,19391.77,19337.67,2025-12-10 08:10:08,True,País de alto riesgo; IP y tarjeta en países distintos; ,45,2025-12-10 08:10:08,8,MEDIUM
1495,1002,PY,8.72,BR,US,SUCURSAL,SUSCRIPCION_STREAMING,5250.24,5241.52,2025-12-10 09:35:08,True,IP y tarjeta en países distintos; ,20,2025-12-10 09:35:08,9,LOW
145,1002,PY,372.16,NG,AR,SUCURSAL,ELECTRONICA,15924.62,15552.46,2025-12-10 12:51:08,True,País de alto riesgo; IP y tarjeta en países distintos; ,45,2025-12-10 12:51:08,12,MEDIUM
1444,1002,PY,26.72,BR,BR,APP,SUSCRIPCION_STREAMING,2308.17,2281.4500000000003,2025-12-10 14:45:08,True,IP y tarjeta en países distintos; ,20,2025-12-10 14:45:08,14,LOW
575,1002,PY,160.97,DE,AR,POS,SUPERMERCADO,1671.83,1510.86,2025-12-10 19:33:08,True,IP y tarjeta en países distintos; ,20,2025-12-10 19:33:08,19,LOW
818,1002,PY,21.26,ES,AR,APP,RESTAURANTE,6871.46,6850.2,2025-12-10 19:38:08,True,IP y tarjeta en países distintos; ,20,2025-12-10 19:38:08,19,LOW
45,1002,PY,1828.28,BR,CN,POS,TRANSFERENCIA_P2P,6596.07,4767.79,2025-12-10 21:45:08,True,IP y tarjeta en países distintos; ,20,2025-12-10 21:45:08,21,LOW
689,1002,PY,237.15,NG,DE,APP,CASINO_ONLINE,435.0,197.85,2025-12-11 01:04:08,True,País de alto riesgo; IP y tarjeta en países distintos; ,45,2025-12-11 01:04:08,1,MEDIUM
1273,1002,PY,8609.81,BR,NG,WEB,ELECTRONICA,17975.05,9365.24,2025-12-11 02:52:08,True,Monto extremadamente alto; IP y tarjeta en países distintos; Actividad nocturna inusual; ,75,2025-12-11 02:52:08,2,HIGH
736,1002,PY,676.81,BR,BR,SUCURSAL,CASINO_ONLINE,7106.9,6430.09,2025-12-11 04:45:08,True,IP y tarjeta en países distintos; Actividad nocturna inusual; ,35,2025-12-11 04:45:08,4,LOW
633,1003,BR,4298.01,PY,NG,WEB,LUJOS,17942.93,13644.92,2025-12-04 14:15:08,True,IP y tarjeta en países distintos; ,20,2025-12-04 14:15:08,14,LOW
820,1003,BR,25.74,US,PY,POS,SUPERMERCADO,5792.79,5767.05,2025-12-04 15:00:08,True,IP y tarjeta en países distintos; ,20,2025-12-04 15:00:08,15,LOW
1243,1003,BR,79.83,US,MX,WEB,SUPERMERCADO,264.13,184.3,2025-12-04 22:50:08,True,IP y tarjeta en países distintos; ,20,2025-12-04 22:50:08,22,LOW
618,1003,BR,490.55,MX,ES,APP,CASINO_ONLINE,10325.28,9834.73,2025-12-05 07:31:08,True,IP y tarjeta en países distintos; ,20,2025-12-05 07:31:08,7,LOW
898,1003,BR,4453.0,MX,MX,WEB,CRIPTO_EXCHANGE,522.96,0.0,2025-12-05 13:30:08,True,IP y tarjeta en países distintos; Vaciado de cuenta; ,40,2025-12-05 13:30:08,13,MEDIUM
1368,1003,BR,27.34,ES,ES,APP,RESTAURANTE,9985.24,9957.9,2025-12-05 16:59:08,True,IP y tarjeta en países distintos; ,20,2025-12-05 16:59:08,16,LOW
613,1003,BR,49.74,CN,MX,CAJERO,SUPERMERCADO,1720.07,1670.33,2025-12-05 18:06:08,True,País de alto riesgo; IP y tarjeta en países distintos; ,45,2025-12-05 18:06:08,18,MEDIUM
817,1003,BR,705.54,NG,DE,SUCURSAL,TRANSFERENCIA_P2P,5658.18,4952.64,2025-12-05 18:14:08,True,País de alto riesgo; IP y tarjeta en países distintos; ,45,2025-12-05 18:14:08,18,MEDIUM
1088,1003,BR,6755.32,MX,US,APP,CRIPTO_EXCHANGE,11545.49,4790.17,2025-12-06 02:51:08,True,IP y tarjeta en países distintos; Actividad nocturna inusual; ,35,2025-12-06 02:51:08,2,LOW
199,1003,BR,2700.45,US,CN,APP,TRANSFERENCIA_P2P,8922.07,6221.62,2025-12-06 15:12:08,True,IP y tarjeta en países distintos; ,20,2025-12-06 15:12:08,15,LOW
803,1003,BR,2903.49,AR,ES,POS,CASINO_ONLINE,8850.33,5946.84,2025-12-06 17:48:08,True,IP y tarjeta en países distintos; ,20,2025-12-06 17:48:08,17,LOW
1034,1003,BR,31.54,PY,NG,POS,RESTAURANTE,2686.73,2655.19,2025-12-06 22:54:08,True,IP y tarjeta en países distintos; ,20,2025-12-06 22:54:08,22,LOW
167,1003,BR,6180.92,US,ES,APP,LUJOS,6934.1,753.1800000000003,2025-12-07 01:33:08,True,IP y tarjeta en países distintos; Actividad nocturna inusual; ,35,2025-12-07 01:33:08,1,LOW
928,1003,BR,324.26,AR,US,POS,CRIPTO_EXCHANGE,9968.94,9644.68,2025-12-07 09:31:08,True,IP y tarjeta en países distintos; ,20,2025-12-07 09:31:08,9,LOW
1050,1003,BR,3593.44,US,US,SUCURSAL,CRIPTO_EXCHANGE,12830.29,9236.85,2025-12-07 15:15:08,True,IP y tarjeta en países distintos; ,20,2025-12-07 15:15:08,15,LOW
942,1003,BR,98.54,RU,PY,SUCURSAL,RESTAURANTE,14993.27,14894.73,2025-12-08 09:33:08,True,País de alto riesgo; IP y tarjeta en países distintos; ,45,2025-12-08 09:33:08,9,MEDIUM
699,1003,BR,794.17,DE,PY,CAJERO,CRIPTO_EXCHANGE,2233.67,1439.5,2025-12-08 12:38:08,True,IP y tarjeta en países distintos; ,20,2025-12-08 12:38:08,12,LOW
1115,1003,BR,2733.43,RU,MX,WEB,CASINO_ONLINE,10631.45,7898.02,2025-12-08 22:59:08,True,País de alto riesgo; IP y tarjeta en países distintos; ,45,2025-12-08 22:59:08,22,MEDIUM
1271,1003,BR,4360.06,BR,NG,POS,LUJOS,12532.04,8171.98,2025-12-09 05:36:08,True,Actividad nocturna inusual; ,15,2025-12-09 05:36:08,5,LOW
1311,1003,BR,100.49,US,MX,APP,SUPERMERCADO,15407.88,15307.39,2025-12-09 10:15:08,True,IP y tarjeta en países distintos; ,20,2025-12-09 10:15:08,10,LOW
1451,1003,BR,22.27,US,US,WEB,SUSCRIPCION_STREAMING,10507.21,10484.94,2025-12-09 11:52:08,True,IP y tarjeta en países distintos; ,20,2025-12-09 11:52:08,11,LOW
750,1003,BR,9.94,ES,DE,CAJERO,SUSCRIPCION_STREAMING,10816.43,10806.49,2025-12-10 07:46:08,True,IP y tarjeta en países distintos; ,20,2025-12-10 07:46:08,7,LOW
639,1003,BR,10106.26,MX,RU,APP,CASINO_ONLINE,12430.61,2324.3500000000004,2025-12-10 09:48:08,True,Monto extremadamente alto; IP y tarjeta en países distintos; ,60,2025-12-10 09:48:08,9,MEDIUM
1475,1003,BR,40.79,US,ES,SUCURSAL,SUPERMERCADO,6603.45,6562.66,2025-12-10 12:05:08,True,IP y tarjeta en países distintos; ,20,2025-12-10 12:05:08,12,LOW
463,1003,BR,4641.72,MX,PY,POS,LUJOS,6792.33,2150.61,2025-12-10 17:06:08,True,IP y tarjeta en países distintos; ,20,2025-12-10 17:06:08,17,LOW
787,1003,BR,1383.66,RU,US,SUCURSAL,ELECTRONICA,7735.34,6351.68,2025-12-10 18:03:08,True,País de alto riesgo; IP y tarjeta en países distintos; ,45,2025-12-10 18:03:08,18,MEDIUM
212,1003,BR,127.4,AR,MX,APP,SUPERMERCADO,13249.66,13122.26,2025-12-11 02:34:08,True,IP y tarjeta en países distintos; ,20,2025-12-11 02:34:08,2,LOW
873,1004,AR,838.44,BR,NG,APP,CRIPTO_EXCHANGE,14558.44,13720.0,2025-12-04 08:33:08,True,IP y tarjeta en países distintos; ,20,2025-12-04 08:33:08,8,LOW
1227,1004,AR,1349.88,NG,CN,WEB,CASINO_ONLINE,8088.44,6738.56,2025-12-04 11:41:08,True,País de alto riesgo; IP y tarjeta en países distintos; ,45,2025-12-04 11:41:08,11,MEDIUM
1014,1004,AR,8277.48,MX,PY,WEB,LUJOS,16820.55,8543.07,2025-12-04 12:24:08,True,Monto extremadamente alto; IP y tarjeta en países distintos; ,60,2025-12-04 12:24:08,12,MEDIUM
854,1004,AR,477.71,MX,US,APP,CRIPTO_EXCHANGE,5683.76,5206.05,2025-12-04 19:36:08,True,IP y tarjeta en países distintos; ,20,2025-12-04 19:36:08,19,LOW
136,1004,AR,46.09,MX,RU,SUCURSAL,SUPERMERCADO,11333.92,11287.83,2025-12-04 21:06:08,True,IP y tarjeta en países distintos; ,20,2025-12-04 21:06:08,21,LOW
1077,1004,AR,3338.21,ES,MX,POS,TRANSFERENCIA_P2P,11405.52,8067.31,2025-12-05 00:27:08,True,IP y tarjeta en países distintos; Actividad nocturna inusual; ,35,2025-12-05 00:27:08,0,LOW
601,1004,AR,11.04,CN,CN,APP,SUSCRIPCION_STREAMING,6236.51,6225.47,2025-12-05 05:42:08,True,País de alto riesgo; IP y tarjeta en países distintos; ,45,2025-12-05 05:42:08,5,MEDIUM
141,1004,AR,1113.35,BR,NG,POS,CRIPTO_EXCHANGE,18976.47,17863.120000000003,2025-12-06 00:14:08,True,IP y tarjeta en países distintos; Actividad nocturna inusual; ,35,2025-12-06 00:14:08,0,LOW
675,1004,AR,15.32,NG,US,SUCURSAL,SUSCRIPCION_STREAMING,11222.25,11206.93,2025-12-06 03:07:08,True,País de alto riesgo; IP y tarjeta en países distintos; ,45,2025-12-06 03:07:08,3,MEDIUM
367,1004,AR,1330.74,PY,BR,WEB,CASINO_ONLINE,15786.97,14456.23,2025-12-06 12:01:08,True,IP y tarjeta en países distintos; ,20,2025-12-06 12:01:08,12,LOW
1200,1004,AR,108.85,RU,PY,APP,SUPERMERCADO,16564.71,16455.86,2025-12-07 06:25:08,True,País de alto riesgo; IP y tarjeta en países distintos; ,45,2025-12-07 06:25:08,6,MEDIUM
506,1004,AR,6.36,NG,DE,APP,SUSCRIPCION_STREAMING,145.24,138.88,2025-12-07 11:58:08,True,País de alto riesgo; IP y tarjeta en países distintos; ,45,2025-12-07 11:58:08,11,MEDIUM
630,1004,AR,629.31,BR,PY,CAJERO,ELECTRONICA,19698.68,19069.37,2025-12-08 10:07:08,True,IP y tarjeta en países distintos; ,20,2025-12-08 10:07:08,10,LOW
1434,1004,AR,2622.05,RU,AR,SUCURSAL,CRIPTO_EXCHANGE,14413.28,11791.23,2025-12-08 18:29:08,True,País de alto riesgo; ,25,2025-12-08 18:29:08,18,LOW
743,1004,AR,1186.39,AR,NG,POS,TRANSFERENCIA_P2P,13127.49,11941.1,2025-12-09 03:03:08,True,Actividad nocturna inusual; ,15,2025-12-09 03:03:08,3,LOW
526,1004,AR,1750.47,ES,US,CAJERO,CRIPTO_EXCHANGE,19907.19,18156.72,2025-12-09 03:38:08,True,IP y tarjeta en países distintos; Actividad nocturna inusual; ,35,2025-12-09 03:38:08,3,LOW
1456,1004,AR,3313.55,ES,BR,CAJERO,CASINO_ONLINE,19548.32,16234.77,2025-12-09 22:48:08,True,IP y tarjeta en países distintos; ,20,2025-12-09 22:48:08,22,LOW
649,1004,AR,13.74,NG,MX,POS,SUSCRIPCION_STREAMING,5205.58,5191.84,2025-12-10 02:28:08,True,País de alto riesgo; IP y tarjeta en países distintos; ,45,2025-12-10 02:28:08,2,MEDIUM
